"Purchase Key","Date Key","Supplier Key","Stock Item Key","WWI Purchase Order ID","Ordered Outers","Ordered Quantity","Received Outers","Package","Is Order Finalized","Lineage Key"
"488","2013-03-05","17","143","111","95","1140","95","Carton","True","10"
"495","2013-03-06","17","143","113","98","1176","98","Carton","True","10"
"502","2013-03-07","17","143","115","108","1296","108","Carton","True","10"
"509","2013-03-08","17","143","117","106","1272","106","Carton","True","10"
"517","2013-03-11","17","143","120","108","1296","108","Carton","True","10"
"524","2013-03-12","17","143","122","117","1404","117","Carton","True","10"
"531","2013-03-13","17","143","124","115","1380","115","Carton","True","10"
"538","2013-03-14","17","143","126","128","1536","128","Carton","True","10"
"545","2013-03-15","17","143","128","126","1512","126","Carton","True","10"
"553","2013-03-16","17","143","130","13","156","13","Carton","True","10"
"558","2013-03-18","17","143","131","136","1632","136","Carton","True","10"
"565","2013-03-19","17","143","133","156","1872","156","Carton","True","10"
"573","2013-03-20","17","143","135","158","1896","158","Carton","True","10"
"581","2013-03-21","17","143","137","186","2232","186","Carton","True","10"
"589","2013-03-22","17","143","139","205","2460","205","Carton","True","10"
"598","2013-03-25","17","143","142","202","2424","202","Carton","True","10"
"606","2013-03-26","17","143","144","205","2460","205","Carton","True","10"
"614","2013-03-27","17","143","146","203","2436","203","Carton","True","10"
"622","2013-03-28","17","143","148","204","2448","204","Carton","True","10"
"630","2013-03-29","17","143","150","202","2424","202","Carton","True","10"
"642","2013-04-01","17","143","153","207","2484","207","Carton","True","10"
"650","2013-04-02","17","143","155","217","2604","217","Carton","True","10"
"658","2013-04-03","17","143","157","221","2652","221","Carton","True","10"
"666","2013-04-04","17","143","159","227","2724","227","Carton","True","10"
"674","2013-04-05","17","143","161","235","2820","235","Carton","True","10"
"685","2013-04-08","17","143","165","231","2772","231","Carton","True","10"
"693","2013-04-09","17","143","167","238","2856","238","Carton","True","10"
"701","2013-04-10","17","143","169","245","2940","245","Carton","True","10"
"709","2013-04-11","17","143","171","243","2916","243","Carton","True","10"
"717","2013-04-12","17","143","173","253","3036","253","Carton","True","10"
"725","2013-04-13","17","143","175","5","60","5","Carton","True","10"
"729","2013-04-15","17","143","176","255","3060","255","Carton","True","10"
"737","2013-04-16","17","143","178","253","3036","253","Carton","True","10"
"745","2013-04-17","17","143","180","258","3096","258","Carton","True","10"
"753","2013-04-18","17","143","182","256","3072","256","Carton","True","10"
"761","2013-04-19","17","143","184","254","3048","254","Carton","True","10"
"769","2013-04-20","17","143","186","2","24","2","Carton","True","10"
"772","2013-04-22","17","143","188","263","3156","263","Carton","True","10"
"780","2013-04-23","17","143","190","264","3168","264","Carton","True","10"
"788","2013-04-24","17","143","192","262","3144","262","Carton","True","10"
"796","2013-04-25","17","143","194","267","3204","267","Carton","True","10"
"804","2013-04-26","17","143","196","267","3204","267","Carton","True","10"
"816","2013-04-29","17","143","200","265","3180","265","Carton","True","10"
"824","2013-04-30","17","143","202","265","3180","265","Carton","True","10"
"832","2013-05-01","17","143","204","263","3156","263","Carton","True","10"
"840","2013-05-02","17","143","206","261","3132","261","Carton","True","10"
"848","2013-05-03","17","143","208","260","3120","260","Carton","True","10"
"856","2013-05-04","17","143","210","4","48","4","Carton","True","10"
"858","2013-05-06","17","143","211","261","3132","261","Carton","True","10"
"866","2013-05-07","17","143","213","264","3168","264","Carton","True","10"
"874","2013-05-08","17","143","215","272","3264","272","Carton","True","10"
"882","2013-05-09","17","143","217","277","3324","277","Carton","True","10"
"890","2013-05-10","17","143","219","275","3300","275","Carton","True","10"
"900","2013-05-13","17","143","222","274","3288","274","Carton","True","10"
"908","2013-05-14","17","143","224","277","3324","277","Carton","True","10"
"916","2013-05-15","17","143","226","283","3396","283","Carton","True","10"
"924","2013-05-16","17","143","228","289","3468","289","Carton","True","10"
"932","2013-05-17","17","143","230","287","3444","287","Carton","True","10"
"940","2013-05-18","17","143","232","3","36","3","Carton","True","10"
"944","2013-05-20","17","143","234","287","3444","287","Carton","True","10"
"952","2013-05-21","17","143","236","295","3540","295","Carton","True","10"
"960","2013-05-22","17","143","238","300","3600","300","Carton","True","10"
"968","2013-05-23","17","143","240","313","3756","313","Carton","True","10"
"976","2013-05-24","17","143","242","317","3804","317","Carton","True","10"
"987","2013-05-27","17","143","246","313","3756","313","Carton","True","10"
"995","2013-05-28","17","143","248","319","3828","319","Carton","True","10"
"1003","2013-05-29","17","143","250","324","3888","324","Carton","True","10"
"1011","2013-05-30","17","143","252","342","4104","342","Carton","True","10"
"1019","2013-05-31","17","143","254","340","4080","340","Carton","True","10"
"1029","2013-06-03","17","143","257","347","4164","347","Carton","True","10"
"1038","2013-06-04","17","143","259","348","4176","348","Carton","True","10"
"1047","2013-06-05","17","143","261","351","4212","351","Carton","True","10"
"1056","2013-06-06","17","143","263","349","4188","349","Carton","True","10"
"1065","2013-06-07","17","143","265","354","4248","354","Carton","True","10"
"1073","2013-06-08","17","143","267","7","84","7","Carton","True","10"
"1077","2013-06-10","17","143","269","369","4428","369","Carton","True","10"
"1085","2013-06-11","17","143","271","372","4464","372","Carton","True","10"
"1093","2013-06-12","17","143","273","370","4440","370","Carton","True","10"
"1101","2013-06-13","17","143","275","368","4416","368","Carton","True","10"
"1109","2013-06-14","17","143","277","372","4464","372","Carton","True","10"
"1119","2013-06-17","17","143","281","368","4416","368","Carton","True","10"
"1127","2013-06-18","17","143","283","366","4392","366","Carton","True","10"
"1135","2013-06-19","17","143","285","376","4512","376","Carton","True","10"
"1143","2013-06-20","17","143","287","377","4524","377","Carton","True","10"
"1151","2013-06-21","17","143","289","379","4548","379","Carton","True","10"
"1159","2013-06-22","17","143","291","2","24","2","Carton","True","10"
"1165","2013-06-24","17","143","293","377","4524","377","Carton","True","10"
"1173","2013-06-25","17","143","295","390","4680","390","Carton","True","10"
"1181","2013-06-26","17","143","297","391","4692","391","Carton","True","10"
"1189","2013-06-27","17","143","299","389","4668","389","Carton","True","10"
"1197","2013-06-28","17","143","301","395","4740","395","Carton","True","10"
"1210","2013-07-01","17","143","305","396","4752","396","Carton","True","10"
"1218","2013-07-02","17","143","307","399","4788","399","Carton","True","10"
"1226","2013-07-03","17","143","309","401","4812","401","Carton","True","10"
"1234","2013-07-04","17","143","311","410","4920","410","Carton","True","10"
"1243","2013-07-05","17","143","313","408","4896","408","Carton","True","10"
"1256","2013-07-08","17","143","317","404","4848","404","Carton","True","10"
"1264","2013-07-09","17","143","319","405","4860","405","Carton","True","10"
"1272","2013-07-10","17","143","321","403","4836","403","Carton","True","10"
"1280","2013-07-11","17","143","323","401","4812","401","Carton","True","10"
"1288","2013-07-12","17","143","325","399","4788","399","Carton","True","10"
"1296","2013-07-13","17","143","327","19","228","19","Carton","True","10"
"1299","2013-07-15","17","143","329","423","5076","423","Carton","True","10"
"1307","2013-07-16","17","143","331","428","5136","428","Carton","True","10"
"1315","2013-07-17","17","143","333","431","5172","431","Carton","True","10"
"1323","2013-07-18","17","143","335","438","5256","438","Carton","True","10"
"1331","2013-07-19","17","143","337","441","5292","441","Carton","True","10"
"1341","2013-07-22","17","143","340","447","5364","447","Carton","True","10"
"1349","2013-07-23","17","143","342","455","5460","455","Carton","True","10"
"1357","2013-07-24","17","143","344","453","5436","453","Carton","True","10"
"1365","2013-07-25","17","143","346","458","5496","458","Carton","True","10"
"1373","2013-07-26","17","143","348","456","5472","456","Carton","True","10"
"1385","2013-07-29","17","143","351","467","5604","467","Carton","True","10"
"1393","2013-07-30","17","143","353","466","5592","466","Carton","True","10"
"1401","2013-07-31","17","143","355","471","5652","471","Carton","True","10"
"1409","2013-08-01","17","143","357","477","5724","477","Carton","True","10"
"1417","2013-08-02","17","143","359","484","5808","484","Carton","True","10"
"1425","2013-08-03","17","143","361","9","108","9","Carton","True","10"
"1428","2013-08-05","17","143","363","497","5964","497","Carton","True","10"
"1436","2013-08-06","17","143","365","509","6108","509","Carton","True","10"
"1444","2013-08-07","17","143","367","507","6084","507","Carton","True","10"
"1452","2013-08-08","17","143","369","506","6072","506","Carton","True","10"
"1460","2013-08-09","17","143","371","505","6060","505","Carton","True","10"
"1471","2013-08-12","17","143","375","501","6012","501","Carton","True","10"
"1479","2013-08-13","17","143","377","506","6072","506","Carton","True","10"
"1487","2013-08-14","17","143","379","538","6456","538","Carton","True","10"
"1495","2013-08-15","17","143","381","536","6432","536","Carton","True","10"
"1503","2013-08-16","17","143","383","534","6408","534","Carton","True","10"
"1516","2013-08-19","17","143","387","530","6360","530","Carton","True","10"
"1524","2013-08-20","17","143","389","538","6456","538","Carton","True","10"
"1532","2013-08-21","17","143","391","536","6432","536","Carton","True","10"
"1540","2013-08-22","17","143","393","536","6432","536","Carton","True","10"
"1548","2013-08-23","17","143","395","534","6408","534","Carton","True","10"
"1559","2013-08-26","17","143","399","530","6360","530","Carton","True","10"
"1567","2013-08-27","17","143","401","536","6432","536","Carton","True","10"
"1575","2013-08-28","17","143","403","549","6588","549","Carton","True","10"
"1583","2013-08-29","17","143","405","547","6564","547","Carton","True","10"
"1591","2013-08-30","17","143","407","552","6624","552","Carton","True","10"
"1602","2013-09-02","17","143","411","548","6576","548","Carton","True","10"
"1610","2013-09-03","17","143","413","556","6672","556","Carton","True","10"
"1618","2013-09-04","17","143","415","554","6648","554","Carton","True","10"
"1626","2013-09-05","17","143","417","552","6624","552","Carton","True","10"
"1634","2013-09-06","17","143","419","559","6708","559","Carton","True","10"
"1642","2013-09-07","17","143","421","15","180","15","Carton","True","10"
"1645","2013-09-09","17","143","422","573","6876","573","Carton","True","10"
"1653","2013-09-10","17","143","424","571","6852","571","Carton","True","10"
"1661","2013-09-11","17","143","426","569","6828","569","Carton","True","10"
"1669","2013-09-12","17","143","428","567","6804","567","Carton","True","10"
"1677","2013-09-13","17","143","430","573","6876","573","Carton","True","10"
"1685","2013-09-14","17","143","432","3","36","3","Carton","True","10"
"1688","2013-09-16","17","143","433","575","6900","575","Carton","True","10"
"1696","2013-09-17","17","143","435","574","6888","574","Carton","True","10"
"1704","2013-09-18","17","143","437","576","6912","576","Carton","True","10"
"1712","2013-09-19","17","143","439","595","7140","595","Carton","True","10"
"1720","2013-09-20","17","143","441","602","7224","602","Carton","True","10"
"1729","2013-09-23","17","143","444","599","7188","599","Carton","True","10"
"1737","2013-09-24","17","143","446","607","7284","607","Carton","True","10"
"1745","2013-09-25","17","143","448","605","7260","605","Carton","True","10"
"1753","2013-09-26","17","143","450","603","7236","603","Carton","True","10"
"1761","2013-09-27","17","143","452","609","7308","609","Carton","True","10"
"1770","2013-09-30","17","143","455","606","7272","606","Carton","True","10"
"1778","2013-10-01","17","143","457","604","7248","604","Carton","True","10"
"1786","2013-10-02","17","143","459","602","7224","602","Carton","True","10"
"1794","2013-10-03","17","143","461","607","7284","607","Carton","True","10"
"1802","2013-10-04","17","143","463","605","7260","605","Carton","True","10"
"1810","2013-10-05","17","143","465","1","12","1","Carton","True","10"
"1815","2013-10-07","17","143","467","618","7416","618","Carton","True","10"
"1823","2013-10-08","17","143","469","627","7524","627","Carton","True","10"
"1831","2013-10-09","17","143","471","631","7572","631","Carton","True","10"
"1839","2013-10-10","17","143","473","641","7692","641","Carton","True","10"
"1847","2013-10-11","17","143","475","639","7668","639","Carton","True","10"
"1855","2013-10-12","17","143","477","6","72","6","Carton","True","10"
"1858","2013-10-14","17","143","478","655","7860","655","Carton","True","10"
"1866","2013-10-15","17","143","480","668","8016","668","Carton","True","10"
"1874","2013-10-16","17","143","482","674","8088","674","Carton","True","10"
"1882","2013-10-17","17","143","484","672","8064","672","Carton","True","10"
"1890","2013-10-18","17","143","486","670","8040","670","Carton","True","10"
"1902","2013-10-21","17","143","490","677","8124","677","Carton","True","10"
"1910","2013-10-22","17","143","492","675","8100","675","Carton","True","10"
"1918","2013-10-23","17","143","494","674","8088","674","Carton","True","10"
"1926","2013-10-24","17","143","496","672","8064","672","Carton","True","10"
"1934","2013-10-25","17","143","498","677","8124","677","Carton","True","10"
"1942","2013-10-26","17","143","500","5","60","5","Carton","True","10"
"1949","2013-10-28","17","143","502","680","8160","680","Carton","True","10"
"1957","2013-10-29","17","143","504","690","8280","690","Carton","True","10"
"1965","2013-10-30","17","143","506","688","8256","688","Carton","True","10"
"1973","2013-10-31","17","143","508","695","8340","695","Carton","True","10"
"1981","2013-11-01","17","143","510","703","8436","703","Carton","True","10"
"1993","2013-11-04","17","143","514","699","8388","699","Carton","True","10"
"2001","2013-11-05","17","143","516","699","8388","699","Carton","True","10"
"2009","2013-11-06","17","143","518","697","8364","697","Carton","True","10"
"2017","2013-11-07","17","143","520","695","8340","695","Carton","True","10"
"2025","2013-11-08","17","143","522","693","8316","693","Carton","True","10"
"2035","2013-11-11","17","143","525","690","8280","690","Carton","True","10"
"2043","2013-11-12","17","143","527","690","8280","690","Carton","True","10"
"2051","2013-11-13","17","143","529","691","8292","691","Carton","True","10"
"2059","2013-11-14","17","143","531","689","8268","689","Carton","True","10"
"2067","2013-11-15","17","143","533","710","8520","710","Carton","True","10"
"2075","2013-11-16","17","143","535","4","48","4","Carton","True","10"
"2078","2013-11-18","17","143","536","721","8652","721","Carton","True","10"
"2086","2013-11-19","17","143","538","738","8856","738","Carton","True","10"
"2094","2013-11-20","17","143","540","740","8880","740","Carton","True","10"
"2102","2013-11-21","17","143","542","754","9048","754","Carton","True","10"
"2110","2013-11-22","17","143","544","762","9144","762","Carton","True","10"
"2119","2013-11-25","17","143","547","759","9108","759","Carton","True","10"
"2127","2013-11-26","17","143","549","761","9132","761","Carton","True","10"
"2135","2013-11-27","17","143","551","759","9108","759","Carton","True","10"
"2143","2013-11-28","17","143","553","762","9144","762","Carton","True","10"
"2151","2013-11-29","17","143","555","760","9120","760","Carton","True","10"
"2160","2013-12-02","17","143","558","767","9204","767","Carton","True","10"
"2168","2013-12-03","17","143","560","769","9228","769","Carton","True","10"
"2176","2013-12-04","17","143","562","784","9408","784","Carton","True","10"
"2184","2013-12-05","17","143","564","782","9384","782","Carton","True","10"
"2192","2013-12-06","17","143","566","783","9396","783","Carton","True","10"
"2200","2013-12-09","17","143","568","791","9492","791","Carton","True","10"
"2208","2013-12-10","17","143","570","798","9576","798","Carton","True","10"
"2216","2013-12-11","17","143","572","796","9552","796","Carton","True","10"
"2224","2013-12-12","17","143","574","800","9600","800","Carton","True","10"
"2232","2013-12-13","17","143","576","798","9576","798","Carton","True","10"
"2241","2013-12-16","17","143","579","807","9684","807","Carton","True","10"
"2249","2013-12-17","17","143","581","821","9852","821","Carton","True","10"
"2257","2013-12-18","17","143","583","837","10044","837","Carton","True","10"
"2265","2013-12-19","17","143","585","835","10020","835","Carton","True","10"
"2273","2013-12-20","17","143","587","833","9996","833","Carton","True","10"
"2283","2013-12-23","17","143","591","835","10020","835","Carton","True","10"
"2291","2013-12-24","17","143","593","839","10068","839","Carton","True","10"
"2299","2013-12-25","17","143","595","839","10068","839","Carton","True","10"
"2307","2013-12-26","17","143","597","844","10128","844","Carton","True","10"
"2315","2013-12-27","17","143","599","847","10164","847","Carton","True","10"
"2324","2013-12-30","17","143","602","849","10188","849","Carton","True","10"
"2332","2013-12-31","17","143","604","853","10236","853","Carton","True","10"
"16","2013-01-01","17","125","2","2","24","2","Carton","True","10"
"102","2013-01-02","17","125","7","1","12","1","Carton","True","10"
"226","2013-01-10","17","125","36","7","84","7","Carton","True","10"
"233","2013-01-11","17","125","39","21","252","21","Carton","True","10"
"239","2013-01-12","17","125","41","3","36","3","Carton","True","10"
"244","2013-01-14","17","125","43","16","192","16","Carton","True","10"
"251","2013-01-15","17","125","47","17","204","17","Carton","True","10"
"258","2013-01-16","17","125","50","11","132","11","Carton","True","10"
"262","2013-01-17","17","125","51","15","180","15","Carton","True","10"
"267","2013-01-18","17","125","52","21","252","21","Carton","True","10"
"275","2013-01-21","17","125","56","13","156","13","Carton","True","10"
"280","2013-01-22","17","125","57","11","132","11","Carton","True","10"
"284","2013-01-23","17","125","58","23","276","23","Carton","True","10"
"289","2013-01-24","17","125","59","33","396","33","Carton","True","10"
"294","2013-01-25","17","125","60","37","444","37","Carton","True","10"
"298","2013-01-26","17","125","61","8","96","8","Carton","True","10"
"303","2013-01-28","17","125","63","47","564","47","Carton","True","10"
"310","2013-01-29","17","125","65","47","564","47","Carton","True","10"
"316","2013-01-30","17","125","67","45","540","45","Carton","True","10"
"322","2013-01-31","17","125","68","43","516","43","Carton","True","10"
"328","2013-02-01","17","125","69","43","516","43","Carton","True","10"
"333","2013-02-02","17","125","70","6","72","6","Carton","True","10"
"338","2013-02-04","17","125","71","45","540","45","Carton","True","10"
"344","2013-02-05","17","125","72","43","516","43","Carton","True","10"
"350","2013-02-06","17","125","73","45","540","45","Carton","True","10"
"355","2013-02-07","17","125","74","45","540","45","Carton","True","10"
"361","2013-02-08","17","125","75","43","516","43","Carton","True","10"
"370","2013-02-11","17","125","77","39","468","39","Carton","True","10"
"376","2013-02-12","17","125","78","37","444","37","Carton","True","10"
"382","2013-02-13","17","125","79","35","420","35","Carton","True","10"
"389","2013-02-14","17","125","81","31","372","31","Carton","True","10"
"396","2013-02-15","17","125","83","27","324","27","Carton","True","10"
"406","2013-02-18","17","125","86","39","468","39","Carton","True","10"
"413","2013-02-19","17","125","88","35","420","35","Carton","True","10"
"420","2013-02-20","17","125","90","44","528","44","Carton","True","10"
"427","2013-02-21","17","125","92","40","480","40","Carton","True","10"
"434","2013-02-22","17","125","94","36","432","36","Carton","True","10"
"445","2013-02-25","17","125","98","28","336","28","Carton","True","10"
"452","2013-02-26","17","125","100","24","288","24","Carton","True","10"
"459","2013-02-27","17","125","102","20","240","20","Carton","True","10"
"466","2013-02-28","17","125","104","26","312","26","Carton","True","10"
"473","2013-03-01","17","125","106","22","264","22","Carton","True","10"
"479","2013-03-02","17","125","108","8","96","8","Carton","True","10"
"485","2013-03-04","17","125","109","31","372","31","Carton","True","10"
"492","2013-03-05","17","125","111","36","432","36","Carton","True","10"
"499","2013-03-06","17","125","113","36","432","36","Carton","True","10"
"506","2013-03-07","17","125","115","32","384","32","Carton","True","10"
"513","2013-03-08","17","125","117","28","336","28","Carton","True","10"
"521","2013-03-11","17","125","120","33","396","33","Carton","True","10"
"528","2013-03-12","17","125","122","29","348","29","Carton","True","10"
"535","2013-03-13","17","125","124","27","324","27","Carton","True","10"
"542","2013-03-14","17","125","126","29","348","29","Carton","True","10"
"549","2013-03-15","17","125","128","28","336","28","Carton","True","10"
"556","2013-03-16","17","125","130","12","144","12","Carton","True","10"
"562","2013-03-18","17","125","131","35","420","35","Carton","True","10"
"569","2013-03-19","17","125","133","41","492","41","Carton","True","10"
"577","2013-03-20","17","125","135","40","480","40","Carton","True","10"
"585","2013-03-21","17","125","137","46","552","46","Carton","True","10"
"593","2013-03-22","17","125","139","57","684","57","Carton","True","10"
"602","2013-03-25","17","125","142","51","612","51","Carton","True","10"
"610","2013-03-26","17","125","144","47","564","47","Carton","True","10"
"618","2013-03-27","17","125","146","43","516","43","Carton","True","10"
"626","2013-03-28","17","125","148","39","468","39","Carton","True","10"
"634","2013-03-29","17","125","150","35","420","35","Carton","True","10"
"640","2013-03-30","17","125","152","10","120","10","Carton","True","10"
"646","2013-04-01","17","125","153","45","540","45","Carton","True","10"
"654","2013-04-02","17","125","155","41","492","41","Carton","True","10"
"662","2013-04-03","17","125","157","42","504","42","Carton","True","10"
"670","2013-04-04","17","125","159","38","456","38","Carton","True","10"
"678","2013-04-05","17","125","161","56","672","56","Carton","True","10"
"689","2013-04-08","17","125","165","57","684","57","Carton","True","10"
"697","2013-04-09","17","125","167","60","720","60","Carton","True","10"
"705","2013-04-10","17","125","169","56","672","56","Carton","True","10"
"713","2013-04-11","17","125","171","61","732","61","Carton","True","10"
"721","2013-04-12","17","125","173","65","780","65","Carton","True","10"
"733","2013-04-15","17","125","176","59","708","59","Carton","True","10"
"741","2013-04-16","17","125","178","74","888","74","Carton","True","10"
"749","2013-04-17","17","125","180","70","840","70","Carton","True","10"
"757","2013-04-18","17","125","182","73","876","73","Carton","True","10"
"765","2013-04-19","17","125","184","79","948","79","Carton","True","10"
"770","2013-04-20","17","125","186","10","120","10","Carton","True","10"
"776","2013-04-22","17","125","188","113","1356","113","Carton","True","10"
"784","2013-04-23","17","125","190","116","1392","116","Carton","True","10"
"792","2013-04-24","17","125","192","118","1416","118","Carton","True","10"
"800","2013-04-25","17","125","194","114","1368","114","Carton","True","10"
"808","2013-04-26","17","125","196","110","1320","110","Carton","True","10"
"820","2013-04-29","17","125","200","102","1224","102","Carton","True","10"
"828","2013-04-30","17","125","202","101","1212","101","Carton","True","10"
"836","2013-05-01","17","125","204","103","1236","103","Carton","True","10"
"844","2013-05-02","17","125","206","102","1224","102","Carton","True","10"
"852","2013-05-03","17","125","208","98","1176","98","Carton","True","10"
"862","2013-05-06","17","125","211","95","1140","95","Carton","True","10"
"870","2013-05-07","17","125","213","92","1104","92","Carton","True","10"
"878","2013-05-08","17","125","215","95","1140","95","Carton","True","10"
"886","2013-05-09","17","125","217","108","1296","108","Carton","True","10"
"894","2013-05-10","17","125","219","106","1272","106","Carton","True","10"
"904","2013-05-13","17","125","222","100","1200","100","Carton","True","10"
"912","2013-05-14","17","125","224","103","1236","103","Carton","True","10"
"920","2013-05-15","17","125","226","103","1236","103","Carton","True","10"
"928","2013-05-16","17","125","228","99","1188","99","Carton","True","10"
"936","2013-05-17","17","125","230","113","1356","113","Carton","True","10"
"942","2013-05-18","17","125","232","8","96","8","Carton","True","10"
"948","2013-05-20","17","125","234","123","1476","123","Carton","True","10"
"956","2013-05-21","17","125","236","119","1428","119","Carton","True","10"
"964","2013-05-22","17","125","238","122","1464","122","Carton","True","10"
"972","2013-05-23","17","125","240","118","1416","118","Carton","True","10"
"980","2013-05-24","17","125","242","114","1368","114","Carton","True","10"
"991","2013-05-27","17","125","246","114","1368","114","Carton","True","10"
"999","2013-05-28","17","125","248","119","1428","119","Carton","True","10"
"1007","2013-05-29","17","125","250","127","1524","127","Carton","True","10"
"1015","2013-05-30","17","125","252","123","1476","123","Carton","True","10"
"1023","2013-05-31","17","125","254","139","1668","139","Carton","True","10"
"1028","2013-06-01","17","125","256","15","180","15","Carton","True","10"
"1033","2013-06-03","17","125","257","148","1776","148","Carton","True","10"
"1042","2013-06-04","17","125","259","144","1728","144","Carton","True","10"
"1051","2013-06-05","17","125","261","140","1680","140","Carton","True","10"
"1060","2013-06-06","17","125","263","157","1884","157","Carton","True","10"
"1069","2013-06-07","17","125","265","162","1944","162","Carton","True","10"
"1075","2013-06-08","17","125","267","13","156","13","Carton","True","10"
"1081","2013-06-10","17","125","269","167","2004","167","Carton","True","10"
"1089","2013-06-11","17","125","271","168","2016","168","Carton","True","10"
"1097","2013-06-12","17","125","273","167","2004","167","Carton","True","10"
"1105","2013-06-13","17","125","275","166","1992","166","Carton","True","10"
"1113","2013-06-14","17","125","277","162","1944","162","Carton","True","10"
"1123","2013-06-17","17","125","281","154","1848","154","Carton","True","10"
"1131","2013-06-18","17","125","283","158","1896","158","Carton","True","10"
"1139","2013-06-19","17","125","285","156","1872","156","Carton","True","10"
"1147","2013-06-20","17","125","287","152","1824","152","Carton","True","10"
"1155","2013-06-21","17","125","289","168","2016","168","Carton","True","10"
"1162","2013-06-22","17","125","291","10","120","10","Carton","True","10"
"1169","2013-06-24","17","125","293","170","2040","170","Carton","True","10"
"1177","2013-06-25","17","125","295","166","1992","166","Carton","True","10"
"1185","2013-06-26","17","125","297","162","1944","162","Carton","True","10"
"1193","2013-06-27","17","125","299","163","1956","163","Carton","True","10"
"1201","2013-06-28","17","125","301","181","2172","181","Carton","True","10"
"1207","2013-06-29","17","125","303","9","108","9","Carton","True","10"
"1214","2013-07-01","17","125","305","183","2196","183","Carton","True","10"
"1222","2013-07-02","17","125","307","190","2280","190","Carton","True","10"
"1230","2013-07-03","17","125","309","206","2472","206","Carton","True","10"
"1238","2013-07-04","17","125","311","206","2472","206","Carton","True","10"
"1247","2013-07-05","17","125","313","204","2448","204","Carton","True","10"
"1252","2013-07-06","17","125","315","7","84","7","Carton","True","10"
"1260","2013-07-08","17","125","317","213","2556","213","Carton","True","10"
"1268","2013-07-09","17","125","319","209","2508","209","Carton","True","10"
"1276","2013-07-10","17","125","321","213","2556","213","Carton","True","10"
"1284","2013-07-11","17","125","323","211","2532","211","Carton","True","10"
"1292","2013-07-12","17","125","325","207","2484","207","Carton","True","10"
"1303","2013-07-15","17","125","329","219","2628","219","Carton","True","10"
"1311","2013-07-16","17","125","331","223","2676","223","Carton","True","10"
